,title,street,city,country_code,address_text,marker_icon,remote,company_name,company_url,company_size,experience_level,salary_from,salary_to,salary_currency,latitude,longitude,employment_type,published_at,remote_interview,id,company_logo_url,skills,.NET,Design,-,Network,REST API,Embeded,Cloud,Database,Android,IT,Soft Skills,Scrum master,Mobile,Common,JavaScript,DevOps,Software engineering,Testing,Automation,Shell Scripting,Backend,Data Science,Blockchain,C++,Client Service,Front-end,Civil Engineering,Developer,iOS,SQL,Python,PHP,Erlang,Scala,Git,Games,Golang,Google,Java,Web,Consultant,Project Manager,Analitics,CRM,Perl,R,Ruby,Rust,SAP,CSS,XML,Salesforce,API,Data,Excel,Vert.x
970,UI/Frontend Developer,Boh.Getta Warszawskiego 15,Gliwice,PL,"Boh.Getta Warszawskiego 15, Gliwice",javascript,True,The Farm 51 Group SA,http://www.thefarm51.com/,50-100,mid,,,pln,50.300311,18.674855,mandate_contract,2020-05-16T12:00:07.580Z,True,the-farm-51-group-sa-frontend-ui-developer,https://bucket.justjoin.it/offers/company_logos/thumb/ca1d93d94fb20b46c95e4ad4ec4bc24db94feb0b.png?1588764859,"[{'name': 'JavaScript', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,Mid/Senior Java Cloud Developer,Fabryczna 6,Wrocław,PL,"Fabryczna 6, Wrocław",java,False,Grape Up,https://grapeup.com/,80+,mid,9000.0,16000.0,pln,51.1124203,16.9942438,permanent,2020-05-16T12:00:07.580Z,True,grape-up-mid-senior-java-cloud-developer,https://bucket.justjoin.it/offers/company_logos/thumb/df8cea3c91779636fe18a2d1c578f2a2b5eeafea.png?1587037143,"[{'name': 'Maven', 'level': 4}, {'name': 'Spring', 'level': 4}, {'name': 'Java', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,Full Stack Developer,Cystersów,Kraków,PL,"Cystersów, Kraków",java,False,Fitech,http://fitech.pl/pl/,200-300,mid,,,pln,50.0641556,19.9699627,permanent,2020-05-16T12:00:07.580Z,True,fitech-full-stack-developer,https://bucket.justjoin.it/offers/company_logos/thumb/d26de35e2e71bdf3d3dec827edea620e704c12bc.png?1588765098,"[{'name': 'TypeScript', 'level': 3}, {'name': 'SQL', 'level': 3}, {'name': 'Java 8', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,Oracle Developer,Kamienna,Kraków,PL,"Kamienna, Kraków",other,False,Infoplus technologies,http://www.infoplusltd.co.uk,10-50,senior,13000.0,15000.0,pln,50.0765066,19.9421575,permanent,2020-05-16T12:00:07.580Z,True,infoplus-technologies-oracle-developer,https://bucket.justjoin.it/offers/company_logos/thumb/bb453813921654c8c6b7bf25412b5397ef257e6d.png?1586174933,"[{'name': 'oracle database', 'level': 4}, {'name': 'Oracle SQL', 'level': 4}, {'name': 'PL SQL', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,Senior PHP / WordPress plugin developer,Europaplein 30,Wijchen,NL,"Europaplein 30, Wijchen",php,True,WP White Security,https://www.wpwhitesecurity.com,<20,senior,4000.0,5000.0,eur,51.8066688,5.7294345,b2b,2020-05-16T12:00:07.580Z,True,wp-white-security-senior-php-wordpress-plugin-developer,https://bucket.justjoin.it/offers/company_logos/thumb/644a05f80e2a7e73f7157d779038e233df3a5313.png?1588767021,"[{'name': 'WordPress', 'level': 5}, {'name': 'JavaScript', 'level': 5}, {'name': 'PHP', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,Test Automation Engineer C#,Kobierzyn,Kraków,PL,"Kobierzyn, Kraków",testing,False,Power Media,https://www.power.com.pl/,51-200,mid,8000.0,14000.0,pln,50.0125691,19.898004,permanent,2020-05-16T12:00:00.000Z,True,power-media-automation-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/29a50865485c6e31db246ee7a63d21d0998b206e.jpg?1587037901,"[{'name': 'Python', 'level': 1}, {'name': 'JavaScript', 'level': 1}, {'name': '.Net', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,Analityk Systemowo - Biznesowy,"Ks.J.Poniatowskiego, 1",Warszawa,PL,"Ks.J.Poniatowskiego, 1, Warszawa",analytics,False,Uniteam Sp. z o.o.,http://uniteam.pl,45-55,mid,10000.0,19000.0,pln,52.2405538,21.0487787,b2b,2020-05-16T12:00:00.000Z,True,uniteam-sp-z-o-o-analityk-systemowo-biznesowy,https://bucket.justjoin.it/offers/company_logos/thumb/2c9af4637d7949ae4d7a2824f36e0202222d6cfa.png?1588764808,"[{'name': 'SQL', 'level': 4}, {'name': 'BPMN', 'level': 4}, {'name': 'UML', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,Senior UX Designer,Centrum,Warszawa,PL,"Centrum, Warszawa",ux,False,Diverse Consulting Group,https://diversecg.pl/,200+,senior,11219.0,14053.0,pln,52.232314,21.008669,permanent,2020-05-16T11:00:07.029Z,True,diverse-consulting-group-senior-ux-designer,https://bucket.justjoin.it/offers/company_logos/thumb/76c66af745fcf49514b11029d71b1135ddf465ab.png?1587035525,"[{'name': 'English', 'level': 4}, {'name': 'Axure RP', 'level': 4}, {'name': 'Adobe XD', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,Test Automation Developer / QA Engineer,Inflancka 4A,Warszawa,PL,"Inflancka 4A, Warszawa",testing,False,KPMG,http://www.kpmg.pl,2000,mid,7000.0,12000.0,pln,52.2561294,20.9949131,permanent,2020-05-16T11:00:07.029Z,True,kpmg-test-automation-developer-qa-engineer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/525a8941712a4ff30f74c0086cc3463dbf256312.jpg?1588762253,"[{'name': 'C#', 'level': 3}, {'name': 'CodedUI', 'level': 4}, {'name': 'Selenium', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,Senior XenApp Consultant,Aleja Zwycięstwa 96/98,Gdynia,PL,"Aleja Zwycięstwa 96/98, Gdynia",other,False,Jit Team,https://www.jit.team/,300,senior,15000.0,18000.0,pln,54.494888,18.5381079,b2b,2020-05-16T10:00:07.032Z,True,jit-team-senior-xenapp-consultant,https://bucket.justjoin.it/offers/company_logos/thumb/27f2c9442bcbfecb67bc97ba742aad1b853284ed.png?1585735997,"[{'name': 'VMware', 'level': 4}, {'name': 'VDI', 'level': 4}, {'name': 'XenDesktop', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,Senior Full Stack PHP Developer,aleja Zwycięstwa 96/98,Gdynia,PL,"aleja Zwycięstwa 96/98, Gdynia",php,False,Web24.com.pl sp. z o.o.,https://web24.com.pl/,10,mid,8000.0,14000.0,pln,54.494888,18.5381079,b2b,2020-05-16T10:00:07.032Z,True,web24-com-pl-sp-z-o-o-senior-full-stack-php-developer,https://bucket.justjoin.it/offers/company_logos/thumb/c9d4bf6042ce17965d44d553411f9af575c21d91.jpg?1582892067,"[{'name': 'Laravel', 'level': 3}, {'name': 'SQL', 'level': 3}, {'name': 'PHP', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,senior RoR developer,Wrocław,Wrocław,PL,"Wrocław, Wrocław",ruby,True,EliteHunter.pl,http://www.elitehunter.pl,2,senior,15000.0,20000.0,pln,51.1078852,17.0385376,b2b,2020-05-16T10:00:07.032Z,True,elitehunter-pl-mid-senior-java-dev,https://bucket.justjoin.it/offers/company_logos/thumb/569a3327e93ed9001315eae82ee8e46db6615469.png?1585927700,"[{'name': 'AWS', 'level': 1}, {'name': 'Solidus', 'level': 1}, {'name': 'RoR', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,Senior Java Developer,Armii Krajowej,Kraków,PL,"Armii Krajowej, Kraków",java,False,Devire,http://devire.pl,<200,senior,,,,50.0796821,19.8901263,b2b,2020-05-16T10:00:07.032Z,True,devire-senior-java-developer-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/1bf29ef43ff4950818e38208cf835230684e794c.png?1587031390,"[{'name': 'SOA', 'level': 4}, {'name': 'Spring', 'level': 4}, {'name': 'Java', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,Data Scientist,Tarnogórska 251,Gliwice,PL,"Tarnogórska 251, Gliwice",python,False,APA Sp. z o.o.,https://apagroup.pl,100,senior,9000.0,11000.0,pln,50.3297682,18.7068115,permanent,2020-05-16T10:00:07.032Z,True,apa-sp-z-o-o-data-scientist,https://bucket.justjoin.it/offers/company_logos/thumb/59e6b4a79d93382e8bf9d0c52a7f3cd14e29238c.png?1588758763,"[{'name': 'Keras', 'level': 5}, {'name': 'TensorFlow', 'level': 5}, {'name': 'Python', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,JAVA+Kotlin developer,Wrocław,Wrocław,PL,"Wrocław, Wrocław",java,True,EliteHunter.pl,http://www.elitehunter.pl,2,senior,12000.0,17000.0,pln,51.1078852,17.0385376,mandate_contract,2020-05-16T10:00:07.032Z,True,elitehunter-pl-inzynier-devops,https://bucket.justjoin.it/offers/company_logos/thumb/8a393bad1840aecc14a2cb2af755613c87b95ee5.png?1585929172,"[{'name': 'Kotlin', 'level': 3}, {'name': 'Angielski', 'level': 4}, {'name': 'Java', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,Frontend Developer,Wrocław,Wrocław,PL,"Wrocław, Wrocław",javascript,False,EliteHunter.pl,http://www.elitehunter.pl,2,senior,12000.0,17000.0,pln,51.1078852,17.0385376,permanent,2020-05-16T10:00:07.032Z,True,elitehunter-pl-senior-azure-devops-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/053c8a9c624c33b81c6596407dd9ca99c9ce4691.png?1585930071,"[{'name': 'TypeScript', 'level': 4}, {'name': 'HTML5', 'level': 4}, {'name': 'CSS3', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,Administrator Aplikacji (JAVA),Warszawa,Warszawa,PL,"Warszawa, Warszawa",java,False,EliteHunter.pl,http://www.elitehunter.pl,2,senior,12800.0,19200.0,pln,52.2296756,21.0122287,b2b,2020-05-16T10:00:00.000Z,True,elitehunter-pl-senior-azure-devops-engineer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/9da5b8a9e45c16b6e6e2066940c544846b0ac5b0.png?1585930196,"[{'name': 'JBoss', 'level': 4}, {'name': 'Weblogic Enterprise', 'level': 4}, {'name': 'środowisko JAVA', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,DevOps Engineer,Kapelanka,Kraków,PL,"Kapelanka, Kraków",devops,False,Devire,http://devire.pl,<200,mid,18000.0,21000.0,pln,50.0381013,19.9255806,b2b,2020-05-16T10:00:00.000Z,True,devire-devops-engineer-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/8d81c60aee93031c4bf48774eada423f505a8c6b.png?1587029398,"[{'name': 'JIRA', 'level': 4}, {'name': 'Jenkins', 'level': 4}, {'name': 'AWS', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,FullStack Developer (Java/Angular7),Wilanów,Warszawa,PL,"Wilanów, Warszawa",java,False,Finitec,http://www.finitec.pl,15-25,mid,,,,52.1561298,21.1116284,b2b,2020-05-16T09:00:08.460Z,True,finitec-fullstack-developer-java-angular7,https://bucket.justjoin.it/offers/company_logos/thumb/37ba44c54b354ae66a3c41fa078dba9a337ef1ad.png?1587028114,"[{'name': 'Spring Boot', 'level': 3}, {'name': 'Angular2+', 'level': 3}, {'name': 'Java11', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,(Senior) Java Developer,Aleja 29-listopada 1,Kraków,PL,"Aleja 29-listopada 1, Kraków",java,False,Team Up,https://www.teamuprecruitment.com/,5-50,mid,19000.0,23000.0,pln,50.0896874,19.9582005,b2b,2020-05-16T09:00:00.000Z,True,team-up-senior-java-developer,https://bucket.justjoin.it/offers/company_logos/thumb/4672a9ae221f8077c2ab5688c27380e014434ef2.jpg?1588753877,"[{'name': 'JSON', 'level': 4}, {'name': 'java spring', 'level': 4}, {'name': 'Java', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,Java Developer,Branieckiego,Warszawa,PL,"Branieckiego, Warszawa",java,False,Devire,http://devire.pl,<200,mid,,,,52.1576704,21.0801405,permanent,2020-05-16T08:00:07.380Z,True,devire-java-developer-b580f135-889c-4302-ab39-1146ecdc469b,https://bucket.justjoin.it/offers/company_logos/thumb/5ce628dcfb8b2c83bcc3b97db3c06ad1fa1d89b2.png?1587024109,"[{'name': 'Hibernate', 'level': 4}, {'name': 'Spring', 'level': 4}, {'name': 'Java 8', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,IT Managerial Summer Internship,ul. Zabraniecka 20,Warszawa,PL,"ul. Zabraniecka 20, Warszawa",other,False,Procter & Gamble,https://pl.pg.com/,3000+,junior,4000.0,5000.0,pln,52.2623192,21.0745298,mandate_contract,2020-05-16T08:00:07.380Z,True,procter-gamble-it-managerial-summer-intership,https://bucket.justjoin.it/offers/company_logos/thumb/da9bd1884adb3e86887040e1f135d5cc4dfdb55a.png?1583333089,"[{'name': 'IT', 'level': 2}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,.NET Developer,Nawojowska 38a,Nowy Sącz,PL,"Nawojowska 38a, Nowy Sącz",net,False,GOTOMA,http://www.gotoma.pl,27,mid,,,pln,49.6098499,20.7072326,permanent,2020-05-16T07:00:07.196Z,True,gotoma-net-developer,https://bucket.justjoin.it/offers/company_logos/thumb/2fbc4ccceab3eb137220b51358e0951c50580ebf.png?1588744742,"[{'name': 'REST API', 'level': 3}, {'name': 'ASP.NET MVC', 'level': 3}, {'name': '.NET Core', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,Backend Developer,Makuszyńskiego 4,Kraków,PL,"Makuszyńskiego 4, Kraków",php,False,appsgarden,http://www.apps-garden.com,20+,mid,6000.0,10000.0,pln,50.0874287,20.048462,b2b,2020-05-16T07:00:00.000Z,False,appsgarden-backend-developer,https://bucket.justjoin.it/offers/company_logos/thumb/03dbbf497c91041d42fd08fafd4c84a49d5502e5.png?1572511232,"[{'name': 'PostgreSQL', 'level': 3}, {'name': 'Node.js', 'level': 4}, {'name': 'PHP', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,iOS Rockstar Developer,116 West Hubbard Street,Chicago,US,"116 West Hubbard Street, Chicago",mobile,True,Airframe Innovation Inc,http://airframeio.com,5-20,senior,16000.0,19000.0,pln,41.8902433,-87.6318964,b2b,2020-05-15T20:00:06.709Z,True,airframe-innovation-inc-ios-rockstar-developer,https://bucket.justjoin.it/offers/company_logos/thumb/8cc7b5291e2db6320c4d4d6f7ccd4c27ecc97cd2.jpg?1588275533,"[{'name': 'REST API', 'level': 4}, {'name': 'CocoaPods', 'level': 5}, {'name': 'Swift', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,Capturing Senior .Net in Wroclaw,Piotra Skargi 3,Wrocław,PL,"Piotra Skargi 3, Wrocław",net,False,Luxoft Poland ,https://www.luxoft.com/,"12,000",senior,,,,51.1068168,17.0383383,permanent,2020-05-15T19:00:07.014Z,True,luxoft-poland-capturing-senior-net-in-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/90210394e89f9190ec6179383202f6cccc6b6cce.png?1585680564,"[{'name': '.Net', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,Senior Java developer,Bora Komorowskiego,Kraków,PL,"Bora Komorowskiego, Kraków",java,False,Luxoft Poland ,https://www.luxoft.com/,"12,000",senior,,,,50.0868192,19.9877724,permanent,2020-05-15T19:00:07.014Z,True,luxoft-poland-senior-java-developer-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/1bee6b24946c0384de6d9c3f319ddb1f9d1677fe.png?1585681454,"[{'name': 'Java', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,Senior Support Engineer with Java/L3,KBP,Kraków,PL,"KBP, Kraków",java,False,Luxoft Poland ,https://www.luxoft.com/,"12,000",senior,,,,50.0793221,20.0313243,permanent,2020-05-15T19:00:07.014Z,True,luxoft-poland-senior-support-engineer-with-java-l3,https://bucket.justjoin.it/offers/company_logos/thumb/5bea6c726f55cdb4dad1afe26fc2acf33b3f1236.png?1585681015,"[{'name': 'IT Support', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,Regular/Senior BigData/Scala Developer,Piotra Skargi 3,Wrocław,PL,"Piotra Skargi 3, Wrocław",data,False,Luxoft Poland ,https://www.luxoft.com/,"12,000",senior,,,,51.1068168,17.0383383,permanent,2020-05-15T19:00:07.014Z,True,luxoft-poland-regular-senior-bigdata-scala-developer,https://bucket.justjoin.it/offers/company_logos/thumb/6681af51353cd4ece9057f5493896e974351f386.png?1585680763,"[{'name': 'Scala', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,Front End Angular Developer,Wagonowa 2,Wrocław,PL,"Wagonowa 2, Wrocław",javascript,False,Sienn,http://www.sienn.com,50-100,mid,9000.0,12000.0,pln,51.1135977,16.9895878,b2b,2020-05-15T19:00:07.014Z,True,sienn-front-end-angular-developer-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/e764112f19b94402dd509e90199d003b2aff359d.jpg?1585680069,"[{'name': 'HTML5 / CSS3', 'level': 3}, {'name': 'AngularJS', 'level': 3}, {'name': 'JavaScript', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,Configuration Engineer,KBP,Kraków,PL,"KBP, Kraków",devops,False,Luxoft Poland ,https://www.luxoft.com/,"12,000",senior,,,,50.0793221,20.0313243,permanent,2020-05-15T19:00:07.014Z,True,luxoft-poland-configuration-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/d0a195040b4bf5cf3f9f95bfbd903761a5b3d698.png?1585680278,"[{'name': 'DevOps', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,Senior DevOps Engineer,Zabierzów Eximius Park,Kraków,PL,"Zabierzów Eximius Park, Kraków",devops,False,Luxoft Poland ,https://www.luxoft.com/,"12,000",senior,,,,50.1068503,19.8255082,permanent,2020-05-15T19:00:00.000Z,True,luxoft-poland-senior-devops-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/f561b2282193ca774de6354c7ccf7c763df0eecb.png?1585681228,"[{'name': 'DevOps', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Mid Frontend developer,Komitetu Obrony Robotników 56,Warszawa,PL,"Komitetu Obrony Robotników 56, Warszawa",javascript,False,Hop.City,https://hop.city,15-20,mid,10000.0,12000.0,pln,52.1851332,20.9594998,permanent,2020-05-15T18:00:07.665Z,True,hop-city-mid-frontend-developer-x-2,https://bucket.justjoin.it/offers/company_logos/thumb/8d84102453dc9afa9ce7b20ca270b9827cccc670.png?1585674908,"[{'name': 'Webpack', 'level': 3}, {'name': 'TypeScript', 'level': 4}, {'name': 'Vue', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,Mobile Developer (Android/iOS),Komitetu Obrony Robotników 56,Warszawa,PL,"Komitetu Obrony Robotników 56, Warszawa",mobile,False,Hop.City,https://hop.city,30-40,mid,8000.0,12000.0,pln,52.1851332,20.9594998,permanent,2020-05-15T18:00:07.665Z,True,hop-city-mobile-developer-android-ios,https://bucket.justjoin.it/offers/company_logos/thumb/5dc08550e31cbac060bc17309ba32d43c658d142.png?1571841758,"[{'name': 'Android SDK', 'level': 4}, {'name': 'Java', 'level': 4}, {'name': 'Android', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,JavaScript Developer,Face2Face Business Campus,Katowice,PL,"Face2Face Business Campus, Katowice",javascript,False,Stats Perform,https://www.statsperform.com/,1001-5000,mid,,,,50.2662643,19.0094917,permanent,2020-05-15T17:15:00.000Z,True,stats-perform-javascript-developer,https://bucket.justjoin.it/offers/company_logos/thumb/1e5f5b49b67ee9df1181f0115d6522b05d6cfd6c.png?1589562863,"[{'name': 'Jasmine', 'level': 1}, {'name': 'Karma', 'level': 1}, {'name': 'JavaScript', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,Mid Backend developer,Komitetu Obrony Robotników 56,Warszawa,PL,"Komitetu Obrony Robotników 56, Warszawa",go,False,Hop.city,https://hop.city/,15-20,mid,10000.0,13000.0,pln,52.1851332,20.9594998,permanent,2020-05-15T17:00:09.453Z,True,jedenslad-sp-z-o-o-mid-backend-developer,https://bucket.justjoin.it/offers/company_logos/thumb/999ec24ff78a7e98b2e427e98296c26b14cd07e0.png?1580124721,"[{'name': 'Scrum, Kanban', 'level': 3}, {'name': 'Agile', 'level': 3}, {'name': 'English', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,IT Security & Infrastructure Engineer,Prosta 20,Warszawa,PL,"Prosta 20, Warszawa",security,True,RedCompass Ltd,https://redcompass.com/,60-80,mid,10000.0,15000.0,pln,52.2324125,20.9928657,permanent,2020-05-15T17:00:09.453Z,True,redcompass-ltd-it-security-infrastructure-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/03b4cc1e1a04ebb2d107d9c1051f4a1affe56155.jpg?1586968294,"[{'name': 'Microsoft Azure', 'level': 4}, {'name': 'Office 365', 'level': 4}, {'name': 'IT Security', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
